datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name,Day,Weekday_Name,is_weekend,Total_Sales,Season
2016-11-27,9.33,5.693,3.9,61.0,5.0,0.0,1.0,0.0,2016,11,Sunday,27,Sunday,1,85.923,Autumn
2016-11-28,4.5,1.363,2.05,23.0,5.0,0.0,12.0,0.0,2016,11,Monday,28,Monday,0,47.913,Autumn
2016-11-29,5.68,5.67,3.0,45.6,6.0,2.0,0.0,0.0,2016,11,Tuesday,29,Tuesday,0,67.95,Autumn
2016-11-30,3.33,2.99,4.3,24.6,13.0,0.0,7.0,0.0,2016,11,Wednesday,30,Wednesday,0,55.22,Autumn
2016-12-01,4.5,2.363,1.5,55.662,8.0,0.0,9.0,0.0,2016,12,Thursday,1,Thursday,0,81.025,Winter
2016-12-02,6.0,1.076,3.2,43.0,14.0,0.0,26.0,0.2,2016,12,Friday,2,Friday,0,93.476,Winter
2016-12-03,3.17,2.68,3.0,43.3,2.0,0.0,1.0,4.0,2016,12,Saturday,3,Saturday,1,59.15,Winter
2016-12-04,7.0,9.123,2.9,67.0,4.0,0.0,0.0,0.0,2016,12,Sunday,4,Sunday,1,90.023,Winter
2016-12-05,9.5,1.68,4.0,23.0,6.0,1.0,13.0,2.0,2016,12,Monday,5,Monday,0,60.18,Winter
2016-12-06,6.0,5.09,4.4,27.2,4.0,0.0,20.0,1.0,2016,12,Tuesday,6,Tuesday,0,67.69,Winter
2016-12-07,4.34,2.726,1.7,47.0,8.0,3.0,7.0,3.0,2016,12,Wednesday,7,Wednesday,0,76.76599999999999,Winter
2016-12-08,5.67,1.67,5.0,35.7,9.0,0.0,2.0,0.0,2016,12,Thursday,8,Thursday,0,59.040000000000006,Winter
2016-12-09,5.66,1.67,4.0,35.062,2.0,0.0,0.0,2.0,2016,12,Friday,9,Friday,0,50.391999999999996,Winter
2016-12-10,7.34,6.33,10.1,45.4,1.0,0.0,15.0,2.0,2016,12,Saturday,10,Saturday,1,87.17,Winter
2016-12-11,3.34,4.726,8.55,62.062,7.0,0.0,14.0,1.0,2016,12,Sunday,11,Sunday,1,100.678,Winter
2016-12-12,3.66,2.429,3.1,44.5,28.33333333,3.0,21.0,4.0,2016,12,Monday,12,Monday,0,110.02233333,Winter
2016-12-13,1.0,4.0,5.1,43.6,0.0,0.0,18.0,0.0,2016,12,Tuesday,13,Tuesday,0,71.7,Winter
2016-12-14,5.83,3.78,5.65,32.2,21.0,0.0,10.0,1.2,2016,12,Wednesday,14,Wednesday,0,79.66000000000001,Winter
2016-12-15,9.66,3.33,1.0,22.8,8.0,0.0,5.0,1.0,2016,12,Thursday,15,Thursday,0,50.79,Winter
2016-12-16,7.33,6.32,2.2,39.775,8.0,3.0,23.0,1.0,2016,12,Friday,16,Friday,0,90.625,Winter
2016-12-17,5.99,2.66,4.15,59.95,10.0,0.0,6.0,1.0,2016,12,Saturday,17,Saturday,1,89.75,Winter
2016-12-18,1.67,5.02,4.2,60.7,13.0,0.0,5.0,1.0,2016,12,Sunday,18,Sunday,1,90.59,Winter
2016-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,12,Monday,19,Monday,0,0.0,Winter
2016-12-20,6.33,3.66,4.0,46.0,12.0,2.0,1.0,0.0,2016,12,Tuesday,20,Tuesday,0,74.99000000000001,Winter
2016-12-21,1.34,2.812,0.25,37.0,5.0,0.0,6.0,2.5,2016,12,Wednesday,21,Wednesday,0,54.902,Winter
2016-12-22,4.34,4.165,3.8,38.4,1.0,0.0,5.0,0.0,2016,12,Thursday,22,Thursday,0,56.705,Winter
2016-12-23,5.33,4.67,1.15,32.0,6.0,0.0,8.0,2.0,2016,12,Friday,23,Friday,0,59.15,Winter
2016-12-24,6.33,6.7,4.2,82.0,4.0,1.0,2.0,1.0,2016,12,Saturday,24,Saturday,1,107.23,Winter
2016-12-25,2.33,7.627,5.7,79.8,0.0,0.0,9.0,1.0,2016,12,Sunday,25,Sunday,1,105.457,Winter
2016-12-26,10.33,4.66,2.0,58.924,6.0,0.0,2.0,2.0,2016,12,Monday,26,Monday,0,85.914,Winter
2016-12-27,6.0,5.0,0.416666667,54.2,8.0,2.0,13.0,0.0,2016,12,Tuesday,27,Tuesday,0,88.616666667,Winter
2016-12-28,4.34,6.33,6.45,57.2,7.0,0.0,13.0,0.0,2016,12,Wednesday,28,Wednesday,0,94.32000000000001,Winter
2016-12-29,11.0,6.01,6.35,81.2,4.0,3.0,6.0,2.0,2016,12,Thursday,29,Thursday,0,119.56,Winter
2016-12-30,5.66,8.99,7.3,161.0,13.0,0.0,3.0,0.0,2016,12,Friday,30,Friday,0,198.95,Winter
2016-12-31,8.33,7.759,7.45,108.7,7.0,0.0,12.0,0.0,2016,12,Saturday,31,Saturday,1,151.239,Winter
2017-01-01,3.54375,3.95625,1.5625,25.675,8.75,1.875,6.25,0.625,2017,1,Sunday,1,Sunday,1,52.2375,Winter
2017-01-02,0.2125,0.6375,0.625,32.0,0.0,0.625,3.125,3.125,2017,1,Monday,2,Monday,0,40.35,Winter
2017-01-03,6.25,5.83125,4.625,66.8125,8.75,0.0,7.03125,1.875,2017,1,Tuesday,3,Tuesday,0,101.175,Winter
2017-01-04,6.804166667,5.970833333,6.416666667,56.76666667,10.0,1.25,5.0,2.916666667,2017,1,Wednesday,4,Wednesday,0,95.125000004,Winter
2017-01-05,7.504166667,7.879166667,5.208333333,62.20833333,14.58333333,0.0,11.25,2.5,2017,1,Thursday,5,Thursday,0,111.133333327,Winter
2017-01-06,4.583333333,3.05,5.625,65.5625,10.83333333,0.0,15.41666667,2.5,2017,1,Friday,6,Friday,0,107.570833333,Winter
2017-01-07,2.916666667,5.154166667,5.958333333,34.625,8.75,0.0,2.5,0.0,2017,1,Saturday,7,Saturday,1,59.904166667,Winter
2017-01-08,5.416666667,1.859583333,5.083333333,25.375,10.0,2.083333333,3.333333333,1.666666667,2017,1,Sunday,8,Sunday,1,54.817916666,Winter
2017-01-09,3.8875,4.057083333,2.583333333,56.125,9.166666667,0.416666667,1.666666667,2.083333333,2017,1,Monday,9,Monday,0,79.98625,Winter
2017-01-10,6.3875,4.73875,13.29166667,54.25,25.0,1.666666667,7.5,0.833333333,2017,1,Tuesday,10,Tuesday,0,113.66791667,Winter
2017-01-11,9.308333333,5.501666667,9.166666667,51.04166667,20.0,1.25,1.666666667,2.916666667,2017,1,Wednesday,11,Wednesday,0,100.851666671,Winter
2017-01-12,8.333333333,5.196666667,8.75,65.9375,14.16666667,1.25,4.583333333,1.666666667,2017,1,Thursday,12,Thursday,0,109.88416667,Winter
2017-01-13,6.804166667,3.891666667,9.541666667,54.41666667,19.58333333,0.0,3.333333333,1.333333333,2017,1,Friday,13,Friday,0,98.904166667,Winter
2017-01-14,5.975,4.364583333,7.708333333,47.91666667,16.66666667,0.833333333,5.416666667,2.083333333,2017,1,Saturday,14,Saturday,1,90.964583339,Winter
2017-01-15,8.05,6.525,9.083333333,38.79166667,15.41666667,0.0,7.5,1.25,2017,1,Sunday,15,Sunday,1,86.616666673,Winter
2017-01-16,6.670833333,4.029166667,8.041666667,63.5625,12.5,0.416666667,7.083333333,2.083333333,2017,1,Monday,16,Monday,0,104.3875,Winter
2017-01-17,7.225,4.139166667,5.291666667,48.45833333,13.33333333,1.666666667,3.75,2.5,2017,1,Tuesday,17,Tuesday,0,86.36416666100001,Winter
2017-01-18,6.741666667,4.445833333,6.5,45.95833333,16.66666667,1.25,5.833333333,0.833333333,2017,1,Wednesday,18,Wednesday,0,88.229166666,Winter
2017-01-19,5.0,5.7,7.833333333,37.75,15.83333333,0.0,2.5,3.333333333,2017,1,Thursday,19,Thursday,0,77.949999996,Winter
2017-01-20,3.608333333,4.73875,4.125,37.625,23.33333333,2.916666667,12.5,2.5,2017,1,Friday,20,Friday,0,91.34708333,Winter
2017-01-21,5.695833333,2.4,4.583333333,50.20833333,15.0,2.083333333,4.583333333,2.916666667,2017,1,Saturday,21,Saturday,1,87.470833329,Winter
2017-01-22,4.5125,5.0075,5.125,37.02083333,19.16666667,1.25,9.166666667,1.666666667,2017,1,Sunday,22,Sunday,1,82.915833334,Winter
2017-01-23,5.1375,4.505,6.291666667,41.75,15.83333333,0.833333333,2.5,1.666666667,2017,1,Monday,23,Monday,0,78.517499997,Winter
2017-01-24,6.1125,5.770833333,10.95833333,40.08333333,11.25,0.0,10.0,2.916666667,2017,1,Tuesday,24,Tuesday,0,87.09166666,Winter
2017-01-25,7.779166667,5.108333333,7.666666667,51.1875,18.75,2.083333333,13.75,2.291666667,2017,1,Wednesday,25,Wednesday,0,108.616666667,Winter
2017-01-26,5.979166667,5.224583333,7.041666667,36.625,13.75,0.833333333,8.333333333,0.0,2017,1,Thursday,26,Thursday,0,77.787083333,Winter
2017-01-27,7.85,7.54125,5.166666667,42.60916667,21.25,2.083333333,9.583333333,1.25,2017,1,Friday,27,Friday,0,97.333750003,Winter
2017-01-28,5.970833333,6.1125,2.25,32.08333333,9.166666667,0.0,1.666666667,1.25,2017,1,Saturday,28,Saturday,1,58.499999997,Winter
2017-01-29,5.141666667,7.783333333,5.333333333,54.16666667,15.83333333,2.5,9.583333333,3.333333333,2017,1,Sunday,29,Sunday,1,103.674999999,Winter
2017-01-30,8.058333333,5.61625,7.0,35.5175,17.08333333,4.166666667,7.083333333,4.166666667,2017,1,Monday,30,Monday,0,88.69208333,Winter
2017-01-31,4.441666667,4.254583333,2.833333333,47.25,13.33333333,0.833333333,2.916666667,1.666666667,2017,1,Tuesday,31,Tuesday,0,77.52958333,Winter
2017-02-01,7.375,5.188333333,6.041666667,31.625,10.83333333,0.416666667,8.333333333,2.083333333,2017,2,Wednesday,1,Wednesday,0,71.896666663,Winter
2017-02-02,8.195833333,6.211666667,6.416666667,42.29166667,9.166666667,0.416666667,0.416666667,0.833333333,2017,2,Thursday,2,Thursday,0,73.949166671,Winter
2017-02-03,7.6375,6.255416667,9.0,42.90083333,15.83333333,2.5,7.083333333,0.833333333,2017,2,Friday,3,Friday,0,92.04374999299999,Winter
2017-02-04,7.779166667,4.166666667,4.416666667,27.70833333,12.08333333,0.833333333,7.5,3.75,2017,2,Saturday,4,Saturday,1,68.237499994,Winter
2017-02-05,10.67,10.725,5.0,38.6,1.0,0.0,11.0,1.1,2017,2,Sunday,5,Sunday,1,78.095,Winter
2017-02-06,10.0,5.0,4.4,13.0,3.0,2.0,5.0,0.0,2017,2,Monday,6,Monday,0,42.4,Winter
2017-02-07,3.0,0.33,3.5,13.8,3.0,0.0,7.0,2.0,2017,2,Tuesday,7,Tuesday,0,32.63,Winter
2017-02-08,11.0,1.67,4.0,36.0,7.0,0.0,10.0,2.0,2017,2,Wednesday,8,Wednesday,0,71.67,Winter
2017-02-09,3.9825,1.76,4.0,20.4,6.0,0.0,0.0,1.0,2017,2,Thursday,9,Thursday,0,37.1425,Winter
2017-02-10,4.01,3.34,4.75,23.2,5.0,0.0,2.0,0.0,2017,2,Friday,10,Friday,0,42.3,Winter
2017-02-11,5.33,6.32,5.1,12.4,11.0,1.0,1.0,3.0,2017,2,Saturday,11,Saturday,1,45.15,Winter
2017-02-12,10.0,10.67,7.8,27.4,4.0,0.0,2.0,1.0,2017,2,Sunday,12,Sunday,1,62.870000000000005,Winter
2017-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,Monday,13,Monday,0,0.0,Winter
2017-02-14,4.33,5.0,2.1,22.0,0.0,0.0,1.0,1.0,2017,2,Tuesday,14,Tuesday,0,35.43,Winter
2017-02-15,6.0,2.67,2.0,19.2,1.0,0.0,1.0,1.0,2017,2,Wednesday,15,Wednesday,0,32.87,Winter
2017-02-16,3.66,4.66,1.0,31.6,2.0,0.0,0.0,3.0,2017,2,Thursday,16,Thursday,0,45.92,Winter
2017-02-17,3.0,2.802,2.1,12.25,4.0,0.0,8.0,1.2,2017,2,Friday,17,Friday,0,33.352000000000004,Winter
2017-02-18,7.0,4.0,2.35,30.0,10.0,0.0,0.0,3.1,2017,2,Saturday,18,Saturday,1,56.45,Winter
2017-02-19,3.34,3.516,2.2,13.0,1.0,0.0,8.0,1.0,2017,2,Sunday,19,Sunday,1,32.056,Winter
2017-02-20,5.0,3.76,4.5,33.1,2.0,0.0,1.0,3.0,2017,2,Monday,20,Monday,0,52.36,Winter
2017-02-21,5.0,4.155,4.0,22.9,14.0,0.0,8.0,1.0,2017,2,Tuesday,21,Tuesday,0,59.055,Winter
2017-02-22,3.67,2.429,7.2,21.1,9.0,0.0,5.0,0.0,2017,2,Wednesday,22,Wednesday,0,48.399,Winter
2017-02-23,6.67,5.67,4.05,24.1,5.0,1.0,8.0,2.0,2017,2,Thursday,23,Thursday,0,56.49,Winter
2017-02-24,1.0,4.67,4.0,29.8,10.0,1.0,7.0,1.0,2017,2,Friday,24,Friday,0,58.47,Winter
2017-02-25,6.0,6.34,5.25,24.0,6.875,0.0,2.0,0.0,2017,2,Saturday,25,Saturday,1,50.465,Winter
2017-02-26,5.33,5.33,3.2,15.7,3.0,0.0,5.0,1.2,2017,2,Sunday,26,Sunday,1,38.760000000000005,Winter
2017-02-27,5.67,3.68,7.0,16.4,14.0,0.0,7.0,2.0,2017,2,Monday,27,Monday,0,55.75,Winter
2017-02-28,5.34,5.02,7.5,26.4,9.0,2.0,18.0,0.0,2017,2,Tuesday,28,Tuesday,0,73.25999999999999,Winter
2017-03-01,4.0,4.66,5.0,15.1,17.0,0.0,5.0,2.0,2017,3,Wednesday,1,Wednesday,0,52.76,Spring
2017-03-02,5.0,7.13,3.0,13.0,1.0,1.0,1.0,2.0,2017,3,Thursday,2,Thursday,0,33.129999999999995,Spring
2017-03-03,9.0,2.99,4.0,12.9,9.0,1.0,6.0,4.0,2017,3,Friday,3,Friday,0,48.89,Spring
2017-03-04,5.01,3.67,3.1,17.0,0.0,0.0,5.0,4.5,2017,3,Saturday,4,Saturday,1,38.28,Spring
2017-03-05,12.33,4.33,5.0,33.9,3.0,0.0,6.0,5.0,2017,3,Sunday,5,Sunday,1,69.56,Spring
2017-03-06,6.83,2.33,1.1,19.6,1.0,0.0,0.0,3.0,2017,3,Monday,6,Monday,0,33.86,Spring
2017-03-07,2.34,5.33,6.5,15.0,4.0,0.0,0.0,2.0,2017,3,Tuesday,7,Tuesday,0,35.17,Spring
2017-03-08,1.0,2.34,0.0,15.2,4.0,0.0,0.0,3.0,2017,3,Wednesday,8,Wednesday,0,25.54,Spring
2017-03-09,11.33,2.33,6.0,26.9,6.0,1.0,0.0,2.5,2017,3,Thursday,9,Thursday,0,56.06,Spring
2017-03-10,2.0,4.33,4.6,26.3,8.0,1.0,0.0,1.0,2017,3,Friday,10,Friday,0,47.230000000000004,Spring
2017-03-11,6.33,4.066,6.0,20.1,2.0,1.0,5.0,3.5,2017,3,Saturday,11,Saturday,1,47.996,Spring
2017-03-12,7.68,7.01,2.0,48.0,6.0,4.0,15.0,2.0,2017,3,Sunday,12,Sunday,1,91.69,Spring
2017-03-13,2.33,0.68,2.7,17.8,2.0,0.0,10.0,0.0,2017,3,Monday,13,Monday,0,35.510000000000005,Spring
2017-03-14,2.67,1.34,3.0,15.0,5.0,0.0,5.0,1.0,2017,3,Tuesday,14,Tuesday,0,33.01,Spring
2017-03-15,3.66,1.703,2.5,14.6,4.0,0.0,0.0,0.0,2017,3,Wednesday,15,Wednesday,0,26.463,Spring
2017-03-16,6.0,4.056,4.75,28.2,4.0,0.0,1.0,3.0,2017,3,Thursday,16,Thursday,0,51.006,Spring
2017-03-17,4.33,2.802,0.0,11.0,14.0,0.0,3.0,3.0,2017,3,Friday,17,Friday,0,38.132,Spring
2017-03-18,5.0,4.38,4.25,20.4,3.0,0.0,1.0,1.0,2017,3,Saturday,18,Saturday,1,39.03,Spring
2017-03-19,10.0,3.693,2.0,39.1,3.0,0.0,5.0,3.0,2017,3,Sunday,19,Sunday,1,65.793,Spring
2017-03-20,1.66,6.683,4.7,16.1,3.0,0.0,7.0,3.0,2017,3,Monday,20,Monday,0,42.143,Spring
2017-03-21,9.16,2.03,2.2,12.6,4.0,0.0,1.0,5.3,2017,3,Tuesday,21,Tuesday,0,36.29,Spring
2017-03-22,1.66,5.023,2.0,16.4,7.0,0.0,2.0,2.0,2017,3,Wednesday,22,Wednesday,0,36.083,Spring
2017-03-23,7.34,2.133,1.0,13.3,8.0,0.0,6.0,3.5,2017,3,Thursday,23,Thursday,0,41.272999999999996,Spring
2017-03-24,1.67,3.0,4.5,12.3,7.0,0.0,5.0,6.3,2017,3,Friday,24,Friday,0,39.769999999999996,Spring
2017-03-25,10.0,5.49,1.0,33.3,3.0,0.0,0.0,4.0,2017,3,Saturday,25,Saturday,1,56.79,Spring
2017-03-26,5.34,5.36,3.45,18.0,4.0,0.0,10.0,8.0,2017,3,Sunday,26,Sunday,1,54.15,Spring
2017-03-27,4.84,3.463,3.5,14.8,5.0,0.0,1.0,4.0,2017,3,Monday,27,Monday,0,36.603,Spring
2017-03-28,2.67,2.67,7.0,22.0,14.0,0.0,0.0,6.0,2017,3,Tuesday,28,Tuesday,0,54.34,Spring
2017-03-29,6.34,1.34,4.0,12.9,3.0,0.0,7.0,4.5,2017,3,Wednesday,29,Wednesday,0,39.08,Spring
2017-03-30,1.33,2.693,5.0,9.5,9.0,0.0,0.0,2.0,2017,3,Thursday,30,Thursday,0,29.523,Spring
2017-03-31,4.0,2.0,3.5,22.2,2.0,0.0,2.0,6.0,2017,3,Friday,31,Friday,0,41.7,Spring
2017-04-01,2.33,2.0,2.0,34.0,2.0,0.0,1.0,3.0,2017,4,Saturday,1,Saturday,1,46.33,Spring
2017-04-02,6.67,4.223,4.0,23.0,4.0,0.0,9.0,12.4,2017,4,Sunday,2,Sunday,1,63.293,Spring
2017-04-03,6.33,1.0,5.6,25.6,8.0,0.0,20.0,3.0,2017,4,Monday,3,Monday,0,69.53,Spring
2017-04-04,0.33,1.033,2.2,8.0,2.0,0.0,5.0,5.5,2017,4,Tuesday,4,Tuesday,0,24.063000000000002,Spring
2017-04-05,5.0,0.231,0.2,13.6,9.0,2.0,6.0,1.0,2017,4,Wednesday,5,Wednesday,0,37.031,Spring
2017-04-06,5.0,0.66,3.1,10.9,4.0,1.0,0.0,1.0,2017,4,Thursday,6,Thursday,0,25.66,Spring
2017-04-07,3.5,4.0,2.0,16.0,5.0,0.0,5.0,5.0,2017,4,Friday,7,Friday,0,40.5,Spring
2017-04-08,7.51,8.759,2.05,23.0,3.0,0.0,11.0,6.0,2017,4,Saturday,8,Saturday,1,61.319,Spring
2017-04-09,4.99,5.34,8.25,22.0,3.0,0.0,0.0,1.0,2017,4,Sunday,9,Sunday,1,44.58,Spring
2017-04-10,8.66,1.363,1.05,27.5,1.0,0.0,4.0,4.0,2017,4,Monday,10,Monday,0,47.573,Spring
2017-04-11,4.0,2.33,3.0,17.0,5.0,0.0,11.0,1.0,2017,4,Tuesday,11,Tuesday,0,43.33,Spring
2017-04-12,11.99,3.32,3.35,11.0,10.0,2.0,10.0,4.0,2017,4,Wednesday,12,Wednesday,0,55.66,Spring
2017-04-13,5.0,2.439,2.0,30.9,1.0,0.0,2.0,5.0,2017,4,Thursday,13,Thursday,0,48.339,Spring
2017-04-14,7.34,4.98,5.0,13.0,3.0,0.0,16.0,4.0,2017,4,Friday,14,Friday,0,53.32,Spring
2017-04-15,11.67,1.472,4.0,27.25,1.0,0.0,15.0,5.2,2017,4,Saturday,15,Saturday,1,65.592,Spring
2017-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,4,Sunday,16,Sunday,1,0.0,Spring
2017-04-17,4.0,3.99,1.9,18.4,1.0,0.0,5.0,1.0,2017,4,Monday,17,Monday,0,35.29,Spring
2017-04-18,7.33,4.67,6.3,15.4,8.0,1.0,2.0,2.0,2017,4,Tuesday,18,Tuesday,0,46.7,Spring
2017-04-19,1.0,3.406,5.0,14.0,2.0,0.0,0.0,1.0,2017,4,Wednesday,19,Wednesday,0,26.406,Spring
2017-04-20,4.66,2.33,5.0,9.4,10.0,0.0,7.0,2.0,2017,4,Thursday,20,Thursday,0,40.39,Spring
2017-04-21,3.67,2.34,2.4,29.0,3.0,0.0,1.875,3.0,2017,4,Friday,21,Friday,0,45.285,Spring
2017-04-22,2.64,4.66,2.8,19.0,7.0,1.0,1.0,2.0,2017,4,Saturday,22,Saturday,1,40.1,Spring
2017-04-23,9.0,5.416,3.6,25.5,7.0,0.0,1.0,5.0,2017,4,Sunday,23,Sunday,1,56.516000000000005,Spring
2017-04-24,9.33,3.81,8.0,13.15,9.0,0.0,1.0,5.0,2017,4,Monday,24,Monday,0,49.29,Spring
2017-04-25,8.0,2.99,2.2,24.0,4.0,0.0,26.0,5.0,2017,4,Tuesday,25,Tuesday,0,72.19,Spring
2017-04-26,3.0,4.0,3.5,10.2,3.0,0.0,1.0,8.3,2017,4,Wednesday,26,Wednesday,0,33.0,Spring
2017-04-27,3.33,3.737,2.3,11.0,10.0,1.0,0.0,10.0,2017,4,Thursday,27,Thursday,0,41.367000000000004,Spring
2017-04-28,3.33,3.67,5.1,15.4,2.0,0.0,7.0,7.0,2017,4,Friday,28,Friday,0,43.5,Spring
2017-04-29,5.0,9.0,2.3,15.0,3.0,1.0,1.0,8.0,2017,4,Saturday,29,Saturday,1,44.3,Spring
2017-04-30,1.0,4.046,2.3,18.0,2.0,0.0,12.0,2.0,2017,4,Sunday,30,Sunday,1,41.346000000000004,Spring
2017-05-01,0.34,1.0,1.0,1.2,0.0,0.0,0.0,1.0,2017,5,Monday,1,Monday,0,4.54,Spring
2017-05-02,2.0,6.033,1.0,23.0,5.0,0.0,6.0,5.0,2017,5,Tuesday,2,Tuesday,0,48.033,Spring
2017-05-03,1.33,3.34,6.0,18.2,6.0,0.0,20.0,2.0,2017,5,Wednesday,3,Wednesday,0,56.87,Spring
2017-05-04,5.67,5.66,1.0,11.6,4.0,0.0,2.0,4.1,2017,5,Thursday,4,Thursday,0,34.03,Spring
2017-05-05,2.34,5.33,1.15,6.6,8.0,0.0,12.0,3.0,2017,5,Friday,5,Friday,0,38.42,Spring
2017-05-06,7.33,2.363,4.4,14.0,4.0,0.0,0.0,6.0,2017,5,Saturday,6,Saturday,1,38.093,Spring
2017-05-07,6.33,3.67,4.5,18.25,3.0,0.0,4.0,4.0,2017,5,Sunday,7,Sunday,1,43.75,Spring
2017-05-08,2.33,3.66,1.0,8.0,8.0,3.0,1.0,5.6,2017,5,Monday,8,Monday,0,32.59,Spring
2017-05-09,7.33,4.0,4.1,11.0,4.0,0.0,2.0,3.0,2017,5,Tuesday,9,Tuesday,0,35.43,Spring
2017-05-10,8.66,0.397,9.0,15.0,4.0,0.0,14.0,7.0,2017,5,Wednesday,10,Wednesday,0,58.057,Spring
2017-05-11,6.0,6.693,3.0,16.0,6.0,2.0,1.0,10.0,2017,5,Thursday,11,Thursday,0,50.693,Spring
2017-05-12,4.99,4.703,6.0,16.4,4.0,9.0,0.0,6.0,2017,5,Friday,12,Friday,0,51.093,Spring
2017-05-13,5.0,2.363,6.0,12.0,4.0,0.0,1.0,7.0,2017,5,Saturday,13,Saturday,1,37.363,Spring
2017-05-14,4.67,2.076,2.85,31.5,6.0,0.0,5.0,2.1,2017,5,Sunday,14,Sunday,1,54.196000000000005,Spring
2017-05-15,5.34,4.703,2.0,17.0,0.0,3.0,3.0,7.0,2017,5,Monday,15,Monday,0,42.043,Spring
2017-05-16,2.33,5.66,1.5,16.2,2.0,0.0,6.0,7.0,2017,5,Tuesday,16,Tuesday,0,40.69,Spring
2017-05-17,6.34,4.84,0.0,9.0,5.0,0.0,0.0,2.0,2017,5,Wednesday,17,Wednesday,0,27.18,Spring
2017-05-18,3.33,5.01,4.0,28.2,4.0,0.0,0.0,3.0,2017,5,Thursday,18,Thursday,0,47.54,Spring
2017-05-19,4.34,3.44,2.2,31.6,11.0,0.0,0.0,10.0,2017,5,Friday,19,Friday,0,62.58,Spring
2017-05-20,3.99,4.713,0.25,16.4,5.0,0.0,6.0,6.0,2017,5,Saturday,20,Saturday,1,42.352999999999994,Spring
2017-05-21,6.0,3.043,1.25,32.2,5.0,0.0,12.0,4.0,2017,5,Sunday,21,Sunday,1,63.493,Spring
2017-05-22,5.33,1.34,4.4,22.4,5.0,0.0,7.0,11.0,2017,5,Monday,22,Monday,0,56.47,Spring
2017-05-23,3.0,2.406,5.0,11.0,9.0,0.0,2.0,7.0,2017,5,Tuesday,23,Tuesday,0,39.406,Spring
2017-05-24,6.68,3.34,3.0,14.2,9.0,0.0,4.0,4.71,2017,5,Wednesday,24,Wednesday,0,44.93,Spring
2017-05-25,5.66,5.36,2.0,18.2,3.0,0.0,2.0,4.3,2017,5,Thursday,25,Thursday,0,40.519999999999996,Spring
2017-05-26,2.34,3.67,5.0,29.0,4.0,0.0,8.0,2.0,2017,5,Friday,26,Friday,0,54.01,Spring
2017-05-27,7.33,3.221,2.0,23.4,5.0,0.0,0.0,10.0,2017,5,Saturday,27,Saturday,1,50.951,Spring
2017-05-28,1.99,6.243,2.45,11.19,2.0,0.0,0.0,3.0,2017,5,Sunday,28,Sunday,1,26.872999999999998,Spring
2017-05-29,3.34,4.023,1.6,28.0,4.0,2.0,4.0,5.0,2017,5,Monday,29,Monday,0,51.963,Spring
2017-05-30,8.0,3.396,4.3,25.0,3.0,0.0,5.0,5.0,2017,5,Tuesday,30,Tuesday,0,53.696,Spring
2017-05-31,4.0,2.429,7.0,12.2,6.0,4.0,1.0,5.0,2017,5,Wednesday,31,Wednesday,0,41.629,Spring
2017-06-01,1.34,3.67,2.0,21.4,10.0,0.0,2.0,2.0,2017,6,Thursday,1,Thursday,0,42.41,Summer
2017-06-02,2.33,4.0,4.0,17.4,9.0,1.0,5.0,3.0,2017,6,Friday,2,Friday,0,45.73,Summer
2017-06-03,5.0,1.726,3.0,10.0,3.0,1.0,22.0,2.0,2017,6,Saturday,3,Saturday,1,47.726,Summer
2017-06-04,7.0,1.747,2.25,23.4,3.0,1.0,5.0,4.0,2017,6,Sunday,4,Sunday,1,47.397,Summer
2017-06-05,3.33,5.99,4.5,9.7,5.0,0.0,0.0,8.0,2017,6,Monday,5,Monday,0,36.519999999999996,Summer
2017-06-06,1.0,3.0,0.0,18.0,3.0,0.0,6.0,7.5,2017,6,Tuesday,6,Tuesday,0,38.5,Summer
2017-06-07,5.33,4.693,4.0,21.0,13.0,0.0,20.0,7.0,2017,6,Wednesday,7,Wednesday,0,75.023,Summer
2017-06-08,5.0,1.823,3.15,21.0,4.0,0.0,2.0,4.2,2017,6,Thursday,8,Thursday,0,41.173,Summer
2017-06-09,1.33,4.09,3.1,10.0,2.0,0.0,0.0,6.0,2017,6,Friday,9,Friday,0,26.52,Summer
2017-06-10,9.0,7.01,4.0,15.0,2.0,0.0,7.0,3.0,2017,6,Saturday,10,Saturday,1,47.01,Summer
2017-06-11,5.5,3.99,8.5,28.25,8.0,0.0,2.0,3.0,2017,6,Sunday,11,Sunday,1,59.24,Summer
2017-06-12,4.34,3.34,1.0,13.6,3.0,0.0,13.0,12.0,2017,6,Monday,12,Monday,0,50.28,Summer
2017-06-13,2.99,3.023,3.0,8.0,9.0,0.0,0.0,9.1,2017,6,Tuesday,13,Tuesday,0,35.113,Summer
2017-06-14,1.33,1.33,1.0,9.0,6.0,3.0,5.0,3.0,2017,6,Wednesday,14,Wednesday,0,29.66,Summer
2017-06-15,3.0,4.33,3.15,15.0,10.0,0.0,5.0,6.5,2017,6,Thursday,15,Thursday,0,46.980000000000004,Summer
2017-06-16,4.0,2.01,0.0,12.25,6.0,0.0,0.0,5.44,2017,6,Friday,16,Friday,0,29.7,Summer
